title,url,image,price,originalPrice,discountPercent,rating,reviewCount,soldCount,location,category,marketplace,affiliateUrl,notes
SEP103 Sepatu Sneakers Wanita (Tanpa Kotak) Putih Hitam Motif Bunga Sporty Model Korea Fashion Casual Sport Olahraga Import Shoes SEP103 Tanpa Kotak,https://www.tokopedia.com/chinguid-727/sep103-sepatu-sneakers-wanita-tanpa-kotak-putih-hitam-motif-bunga-sporty-model-korea-fashion-casual-sport-olahraga-import-shoes-sep103-tanpa-kotak-1729545536543558288,https://images.tokopedia.net/img/cache/300/tPxBYm/2023/1/20/0c17a989-7381-454e-92f5-488ae5fe16f4.jpg,48800,,,4.8,,,,Fashion,tokopedia,https://atid.me/go/AOmymqEs,
Tas Ransel Faradila Morymony Backpack Sekolah Unisex Kanvas Pria Wanita Cowok Cewek Model Terbaru 2026 Minimalis Krem Biru Tua dengan Saku Utama dan Saku Tambahan semua kalangan umur,https://www.tokopedia.com/morymonybydevia/tas-ransel-faradila-morymony-backpack-sekolah-unisex-kanvas-pria-wanita-cowok-cewek-model-terbaru-2026-minimalis-krem-biru-tua-dengan-saku-utama-dan-saku-tambahan-tas-skena-semua-kalangan-umur-1729717354752280242,https://images.tokopedia.net/img/cache/300/tPxBYm/2023/1/20/0c17a989-7381-454e-92f5-488ae5fe16f4.jpg,33900,100000,66,4.5,7333,,Kota Bandung,Fashion,tokopedia,https://atid.me/go/VcTPdkx5,
